,X1,X2,X3,X4,Y,e
0,0.0,0.0,0.023234529711472076,-0.0033403191909766533,0.0928424939170982,0.08456554825233882
1,0.0,0.0928424939170982,-0.0033403191909766533,-0.005255387372469721,0.041976560934957954,-0.09036163297273128
2,0.0928424939170982,0.041976560934957954,-0.005255387372469721,0.036745590359662024,0.11148806993085034,0.07939507759695497
3,0.041976560934957954,0.11148806993085034,0.036745590359662024,-0.027419630251252422,0.11908084997106706,-0.00972082719931647
4,0.11148806993085034,0.11908084997106706,-0.027419630251252422,0.031714083735453355,0.2227927939187029,0.10420889930387041
5,0.11908084997106706,0.2227927939187029,0.031714083735453355,0.03103196827762381,0.36171813248633544,0.06399652644267757
6,0.2227927939187029,0.36171813248633544,0.03103196827762381,0.07570212698514427,0.38421071029767573,-0.09362964381269154
7,0.36171813248633544,0.38421071029767573,0.07570212698514427,0.0002832812638558576,0.36950638213500947,0.008258664672502716
8,0.38421071029767573,0.36950638213500947,0.0002832812638558576,0.0011992296658320657,0.5194121839496704,0.2327592376577692
9,0.36950638213500947,0.5194121839496704,0.0011992296658320657,-0.04088794867895945,0.3977472476158895,-0.08242822696806595
10,0.5194121839496704,0.3977472476158895,-0.04088794867895945,-0.0024007527377754873,0.2228561417698687,0.01266852618805889
11,0.3977472476158895,0.2228561417698687,-0.0024007527377754873,0.005886118838335961,0.03400892039083548,-0.02653796140229315
12,0.2228561417698687,0.03400892039083548,0.005886118838335961,-0.01282690801546568,-0.16100106102902456,-0.046131293780072004
13,0.03400892039083548,-0.16100106102902456,-0.01282690801546568,-0.048362077961112526,-0.5349513270809401,-0.21486795929497293
14,-0.16100106102902456,-0.5349513270809401,-0.048362077961112526,0.039227929778042195,-0.6589090614019149,0.01577029570169213
15,-0.5349513270809401,-0.6589090614019149,0.039227929778042195,-0.00692180397217846,-0.7460510231945958,-0.14484552096522432
16,-0.6589090614019149,-0.7460510231945958,-0.00692180397217846,0.008189291732360634,-0.6580759882442433,-0.004964186179961338
17,-0.7460510231945958,-0.6580759882442433,0.008189291732360634,-0.03719892705741078,-0.28107032517269626,0.21691222214868203
18,-0.6580759882442433,-0.28107032517269626,-0.03719892705741078,0.003935344192683904,-0.051104717760920744,-0.07548830243682515
19,-0.28107032517269626,-0.051104717760920744,0.003935344192683904,0.06259371788871895,0.19995821521049534,0.015304674245928166
20,-0.051104717760920744,0.19995821521049534,0.06259371788871895,-0.007322219286978217,0.3335371438056814,-0.02614812110008736
21,0.19995821521049534,0.3335371438056814,-0.007322219286978217,-0.030907056012874738,0.47138374334687255,0.145616943942061
22,0.3335371438056814,0.47138374334687255,-0.030907056012874738,0.01188812418391955,0.3187415306586922,-0.15129267987512182
