,X,Y
260,-0.349019,-0.3151474
261,-0.3151474,-0.23379606
262,-0.23379606,-0.14542866
263,-0.14542866,-0.18235469
264,-0.18235469,-0.15254939
265,-0.15254939,-0.23492834
266,-0.23492834,-0.20771551
267,-0.20771551,-0.19557588
268,-0.19557588,-0.06155482
269,-0.06155482,-0.18023898
270,-0.18023898,-0.045787975
271,-0.045787975,-0.010704748
272,-0.010704748,0.057128254
273,0.057128254,0.11369416
274,0.11369416,0.34296286
275,0.34296286,0.27661654
276,0.27661654,0.4586724
277,0.4586724,0.46783873
278,0.46783873,0.4212588
279,0.4212588,0.48050687
280,0.48050687,0.48484766
281,0.48484766,0.34872362
282,0.34872362,0.29022467
283,0.29022467,0.0892974
284,0.0892974,0.1438099
285,0.1438099,0.077346325
286,0.077346325,0.019561887
287,0.019561887,0.1509102
288,0.1509102,0.3355576
289,0.3355576,0.26477605
290,0.26477605,0.40827698
291,0.40827698,0.40113994
292,0.40113994,0.083821416
293,0.083821416,0.14070457
294,0.14070457,0.016797215
295,0.016797215,-0.08530018
296,-0.08530018,-0.121185124
297,-0.121185124,-0.1922231
298,-0.1922231,-0.14198703
299,-0.14198703,-0.09407483
300,-0.09407483,-0.024551213
301,-0.024551213,0.22517534
302,0.22517534,0.111354835
303,0.111354835,0.22204481
304,0.22204481,0.19490224
305,0.19490224,0.19342886
306,0.19342886,0.1838696
307,0.1838696,0.11124999
308,0.11124999,0.18701214
309,0.18701214,0.19992322
310,0.19992322,0.18572655
311,0.18572655,0.09014593
312,0.09014593,0.2556178
313,0.2556178,0.108627066
314,0.108627066,-0.06840983
315,-0.06840983,-0.20201749
316,-0.20201749,-0.1810582
317,-0.1810582,0.023016721
318,0.023016721,0.10241784
319,0.10241784,0.021166064
320,0.021166064,0.13403851
321,0.13403851,0.39980817
322,0.39980817,0.4621584
323,0.4621584,0.3437516
324,0.3437516,0.22191851
325,0.22191851,0.29471213
326,0.29471213,0.13174246
327,0.13174246,0.17954347
328,0.17954347,0.106357135
329,0.106357135,0.20062819
330,0.20062819,0.23309699
331,0.23309699,0.044470012
332,0.044470012,-0.034058284
333,-0.034058284,-0.18378432
334,-0.18378432,-0.23289183
335,-0.23289183,-0.16025078
336,-0.16025078,-0.06339252
337,-0.06339252,-0.08042089
338,-0.08042089,0.23975158
339,0.23975158,0.120050296
340,0.120050296,0.08886355
341,0.08886355,0.1061704
342,0.1061704,-0.10541001
343,-0.10541001,-0.047474436
344,-0.047474436,-0.07021911
345,-0.07021911,0.09666005
346,0.09666005,0.050828714
347,0.050828714,0.14927313
348,0.14927313,0.086905554
349,0.086905554,0.12351042
350,0.12351042,0.053968854
351,0.053968854,-0.119648844
352,-0.119648844,-0.14849198
353,-0.14849198,-0.12269145
354,-0.12269145,-0.04118999
355,-0.04118999,0.0638908
356,0.0638908,0.06097391
357,0.06097391,0.034947168
358,0.034947168,-0.074955605
359,-0.074955605,0.03117682
360,0.03117682,0.09213543
361,0.09213543,0.12054966
362,0.12054966,0.051528566
363,0.051528566,0.032616887
364,0.032616887,-0.12966627
365,-0.12966627,-0.25561044
366,-0.25561044,-0.3169703
367,-0.3169703,-0.35091472
368,-0.35091472,-0.17715836
369,-0.17715836,-0.03978081
370,-0.03978081,-0.062431253
371,-0.062431253,0.0016075075
372,0.0016075075,0.0076160813
373,0.0076160813,0.041160524
374,0.041160524,-0.15832868
375,-0.15832868,0.0011659414
376,0.0011659414,-0.14745745
377,-0.14745745,0.086013004
378,0.086013004,0.025252603
379,0.025252603,0.10975811
380,0.10975811,0.17723998
381,0.17723998,0.18742332
382,0.18742332,0.18894583
383,0.18894583,0.25586277
384,0.25586277,0.33297285
385,0.33297285,0.48832545
386,0.48832545,0.55531645
387,0.55531645,0.6203495
388,0.6203495,0.47949928
389,0.47949928,0.5027053
390,0.5027053,0.7516103
391,0.7516103,0.8412595
392,0.8412595,0.7611201
393,0.7611201,0.6964274
394,0.6964274,0.8480504
395,0.8480504,0.8391573
396,0.8391573,0.6519048
397,0.6519048,0.7139449
398,0.7139449,0.73178715
399,0.73178715,0.8669144
400,0.8669144,0.7901779
401,0.7901779,0.7001991
402,0.7001991,0.81762445
403,0.81762445,0.85194635
404,0.85194635,0.8817903
405,0.8817903,0.7927437
406,0.7927437,0.74728894
407,0.74728894,0.64320034
408,0.64320034,0.7039961
409,0.7039961,0.78895915
410,0.78895915,0.89567256
411,0.89567256,0.7225154
412,0.7225154,0.9290105
413,0.9290105,0.9083671
414,0.9083671,0.82402194
415,0.82402194,1.0079594
416,1.0079594,0.9801319
417,0.9801319,0.8784674
418,0.8784674,0.850653
419,0.850653,0.8379625
420,0.8379625,0.6969119
421,0.6969119,0.49870813
422,0.49870813,0.5640205
423,0.5640205,0.6318477
424,0.6318477,0.5419614
425,0.5419614,0.49688208
426,0.49688208,0.2981261
427,0.2981261,0.24271432
428,0.24271432,0.06919414
429,0.06919414,0.093686566
430,0.093686566,0.07569669
431,0.07569669,-0.0151414275
432,-0.0151414275,-0.20474227
433,-0.20474227,-0.015648052
434,-0.015648052,0.056283023
435,0.056283023,0.14551774
436,0.14551774,0.12656015
437,0.12656015,0.14640738
438,0.14640738,0.1866783
439,0.1866783,0.048437834
440,0.048437834,0.18698785
441,0.18698785,0.24176642
442,0.24176642,0.15571558
443,0.15571558,0.08939983
444,0.08939983,0.0052418336
445,0.0052418336,0.094135076
446,0.094135076,0.14576639
447,0.14576639,0.29968655
448,0.29968655,0.23674433
449,0.23674433,0.32223627
450,0.32223627,0.29226154
451,0.29226154,0.16914287
452,0.16914287,0.25865448
453,0.25865448,0.20655063
454,0.20655063,0.3502757
455,0.3502757,0.3388161
456,0.3388161,0.5438821
457,0.5438821,0.43863723
458,0.43863723,0.27246934
459,0.27246934,0.40071633
460,0.40071633,0.2741576
461,0.2741576,0.3120206
462,0.3120206,0.29347447
463,0.29347447,0.27555418
464,0.27555418,0.28901738
465,0.28901738,0.52423954
466,0.52423954,0.53268826
467,0.53268826,0.51090264
468,0.51090264,0.48517662
469,0.48517662,0.27185023
470,0.27185023,0.16910285
471,0.16910285,0.059385963
472,0.059385963,-0.010967817
473,-0.010967817,-0.1007754
474,-0.1007754,-0.0658506
475,-0.0658506,0.1242906
476,0.1242906,0.10771924
477,0.10771924,0.18652421
478,0.18652421,0.35160652
479,0.35160652,0.26757798
480,0.26757798,0.22277562
481,0.22277562,0.24359238
482,0.24359238,0.1821954
483,0.1821954,0.35309988
484,0.35309988,0.25311753
485,0.25311753,0.22345728
486,0.22345728,0.15602376
487,0.15602376,0.11924152
488,0.11924152,0.015128829
489,0.015128829,-0.014910541
490,-0.014910541,-0.0688486
491,-0.0688486,0.045799337
492,0.045799337,0.08595203
493,0.08595203,0.20079468
494,0.20079468,0.16972071
495,0.16972071,-0.03432125
496,-0.03432125,-0.17834176
497,-0.17834176,-0.15798478
498,-0.15798478,-0.19073705
499,-0.19073705,-0.24098514
500,-0.24098514,0.021722421
501,0.021722421,0.042010456
502,0.042010456,-0.03893813
503,-0.03893813,-0.0594678
504,-0.0594678,-0.09691575
505,-0.09691575,-0.02853407
506,-0.02853407,0.071126305
507,0.071126305,0.104766175
508,0.104766175,0.32618985
509,0.32618985,0.16988541
510,0.16988541,0.21223503
511,0.21223503,0.19941838
512,0.19941838,0.18465053
513,0.18465053,0.28103536
514,0.28103536,0.31672508
515,0.31672508,0.44528043
516,0.44528043,0.54783744
517,0.54783744,0.52536505
518,0.52536505,0.3026663
519,0.3026663,0.3862077
520,0.3862077,0.5031133
521,0.5031133,0.36430338
522,0.36430338,0.3903854
523,0.3903854,0.43171975
524,0.43171975,0.38507214
525,0.38507214,0.56279296
526,0.56279296,0.51198083
527,0.51198083,0.41236976
528,0.41236976,0.39633083
529,0.39633083,0.28464618
530,0.28464618,0.28808427
531,0.28808427,0.20624298
532,0.20624298,0.22489424
533,0.22489424,0.22218503
534,0.22218503,-0.017866254
535,-0.017866254,0.000970738
536,0.000970738,0.0485498
537,0.0485498,-0.021343809
538,-0.021343809,-0.056840234
539,-0.056840234,0.09494239
540,0.09494239,0.13386033
541,0.13386033,0.15932849
542,0.15932849,0.21425363
543,0.21425363,0.2793504
544,0.2793504,0.20464292
545,0.20464292,0.23073319
546,0.23073319,0.2130838
547,0.2130838,0.20847513
548,0.20847513,0.29208574
549,0.29208574,0.35685116
550,0.35685116,0.38070256
551,0.38070256,0.22838794
552,0.22838794,0.1758739
553,0.1758739,0.10723194
554,0.10723194,0.00403592
555,0.00403592,0.091367245
556,0.091367245,-0.15288562
557,-0.15288562,-0.10872109
558,-0.10872109,-0.08963363
559,-0.08963363,-0.023993935
560,-0.023993935,-0.07901338
561,-0.07901338,-0.06575829
562,-0.06575829,0.0037377812
563,0.0037377812,-0.06511779
564,-0.06511779,-0.1412496
565,-0.1412496,-0.16160834
566,-0.16160834,-0.16702767
567,-0.16702767,-0.27628922
568,-0.27628922,-0.24387452
569,-0.24387452,-0.2924931
570,-0.2924931,-0.3141683
571,-0.3141683,-0.22470024
572,-0.22470024,-0.27334708
573,-0.27334708,-0.35992917
574,-0.35992917,-0.26558992
575,-0.26558992,-0.32442093
576,-0.32442093,-0.2275523
577,-0.2275523,-0.17665106
578,-0.17665106,-0.043661334
579,-0.043661334,-0.08595671
580,-0.08595671,-0.05171942
581,-0.05171942,-0.18454108
582,-0.18454108,-0.16867502
583,-0.16867502,-0.12482907
584,-0.12482907,-0.23523231
585,-0.23523231,-0.25017256
586,-0.25017256,-0.35750562
587,-0.35750562,-0.3016889
588,-0.3016889,-0.30642933
589,-0.30642933,-0.104089975
590,-0.104089975,-0.15084237
591,-0.15084237,-0.32008427
592,-0.32008427,-0.1880055
593,-0.1880055,-0.17570144
594,-0.17570144,-0.22638083
595,-0.22638083,-0.37373927
596,-0.37373927,-0.2533166
597,-0.2533166,-0.38927796
598,-0.38927796,-0.49234742
599,-0.49234742,-0.22064377
600,-0.22064377,-0.43795425
601,-0.43795425,-0.4984618
602,-0.4984618,-0.41580895
603,-0.41580895,-0.38131085
604,-0.38131085,-0.43647516
605,-0.43647516,-0.48142546
606,-0.48142546,-0.48679623
607,-0.48679623,-0.42430443
608,-0.42430443,-0.30958325
609,-0.30958325,-0.17629163
610,-0.17629163,-0.14081173
611,-0.14081173,-0.11103268
612,-0.11103268,0.05699542
613,0.05699542,0.21972817
614,0.21972817,0.14997593
615,0.14997593,0.26251072
616,0.26251072,0.24145104
617,0.24145104,0.2593209
618,0.2593209,0.30335274
619,0.30335274,0.28131166
620,0.28131166,0.39565295
621,0.39565295,0.46977642
622,0.46977642,0.5300841
623,0.5300841,0.48459977
624,0.48459977,0.42129233
625,0.42129233,0.38632447
626,0.38632447,0.25061327
627,0.25061327,0.3180277
628,0.3180277,0.3741856
629,0.3741856,0.030480057
630,0.030480057,0.040683523
631,0.040683523,0.013069773
632,0.013069773,-0.0838515
633,-0.0838515,-0.17969143
634,-0.17969143,0.008582026
635,0.008582026,0.07377069
636,0.07377069,0.18787873
637,0.18787873,0.14557594
638,0.14557594,-0.011248544
639,-0.011248544,0.025486806
640,0.025486806,-0.115780175
641,-0.115780175,-0.22130826
642,-0.22130826,-0.108950615
643,-0.108950615,-0.10126014
644,-0.10126014,0.034055345
645,0.034055345,0.07232864
646,0.07232864,0.08851325
647,0.08851325,0.14422637
648,0.14422637,0.29748696
649,0.29748696,0.29742116
650,0.29742116,0.43794832
651,0.43794832,0.24662204
652,0.24662204,0.38239974
653,0.38239974,0.38680795
654,0.38680795,0.46429196
655,0.46429196,0.5710335
656,0.5710335,0.48231855
657,0.48231855,0.34590015
658,0.34590015,0.23855059
659,0.23855059,0.25624985
660,0.25624985,0.44729477
661,0.44729477,0.4918844
662,0.4918844,0.31685385
663,0.31685385,0.21200451
664,0.21200451,0.18204448
665,0.18204448,0.030725747
666,0.030725747,-0.024726097
667,-0.024726097,-0.17251666
668,-0.17251666,-0.3172899
669,-0.3172899,-0.4437374
670,-0.4437374,-0.4140618
671,-0.4140618,-0.2942114
672,-0.2942114,-0.34963527
673,-0.34963527,-0.2957663
674,-0.2957663,-0.38263646
675,-0.38263646,-0.33054072
676,-0.33054072,-0.3418828
677,-0.3418828,-0.3087225
678,-0.3087225,-0.24777637
679,-0.24777637,-0.13181178
680,-0.13181178,-0.25239402
681,-0.25239402,-0.4540195
682,-0.4540195,-0.37916037
683,-0.37916037,-0.21414717
684,-0.21414717,-0.29089302
685,-0.29089302,-0.40359843
686,-0.40359843,-0.18414076
687,-0.18414076,-0.11964604
688,-0.11964604,-0.07325591
689,-0.07325591,-0.1468945
690,-0.1468945,-0.09627809
691,-0.09627809,-0.100228556
692,-0.100228556,-0.022293717
693,-0.022293717,-0.05271928
694,-0.05271928,0.062019445
695,0.062019445,0.0991416
696,0.0991416,-0.07452744
697,-0.07452744,-0.063008025
698,-0.063008025,-0.0568437
699,-0.0568437,-0.078804076
700,-0.078804076,0.017018966
701,0.017018966,-0.009025048
702,-0.009025048,-0.1845004
703,-0.1845004,-0.33138028
704,-0.33138028,-0.5120815
705,-0.5120815,-0.51679164
706,-0.51679164,-0.68050635
707,-0.68050635,-0.64301944
708,-0.64301944,-0.4959471
709,-0.4959471,-0.4059919
710,-0.4059919,-0.3543782
711,-0.3543782,-0.31554776
712,-0.31554776,-0.29385433
713,-0.29385433,-0.29543483
714,-0.29543483,-0.3229239
715,-0.3229239,-0.27754414
716,-0.27754414,-0.13128851
717,-0.13128851,-0.0023876876
718,-0.0023876876,0.06380345
719,0.06380345,-0.09310056
720,-0.09310056,-0.24576437
721,-0.24576437,-0.32539028
722,-0.32539028,-0.44128418
723,-0.44128418,-0.45267773
724,-0.45267773,-0.60800433
725,-0.60800433,-0.56008995
726,-0.56008995,-0.36807886
727,-0.36807886,-0.27456886
728,-0.27456886,-0.16090107
729,-0.16090107,-0.082714535
730,-0.082714535,-0.13269052
731,-0.13269052,0.13817129
732,0.13817129,0.13414878
733,0.13414878,0.16618264
734,0.16618264,0.027773142
735,0.027773142,0.12445025
736,0.12445025,-0.017886102
737,-0.017886102,0.09083544
738,0.09083544,0.17696288
739,0.17696288,0.12682635
740,0.12682635,0.053845808
741,0.053845808,0.120166965
742,0.120166965,0.17776136
743,0.17776136,0.08402013
744,0.08402013,-0.0011037663
745,-0.0011037663,-0.015937388
746,-0.015937388,0.32085449
747,0.32085449,0.35454106
748,0.35454106,0.0935055
749,0.0935055,-0.012287363
750,-0.012287363,-0.19890955
751,-0.19890955,-0.22300054
752,-0.22300054,-0.050234556
753,-0.050234556,-0.1417351
754,-0.1417351,-0.02894573
755,-0.02894573,-0.16041607
756,-0.16041607,0.05930589
757,0.05930589,0.035641145
758,0.035641145,0.0020697191
759,0.0020697191,-0.06123588
760,-0.06123588,-0.2244781
761,-0.2244781,-0.27814928
762,-0.27814928,-0.2900245
763,-0.2900245,-0.20904154
764,-0.20904154,-0.12913701
765,-0.12913701,-0.09070291
766,-0.09070291,-0.113228776
767,-0.113228776,-0.21779937
768,-0.21779937,-0.17311735
769,-0.17311735,-0.21624783
770,-0.21624783,-0.06419341
771,-0.06419341,-0.08904879
772,-0.08904879,0.038374253
773,0.038374253,0.116520315
774,0.116520315,0.30254623
775,0.30254623,0.34681907
776,0.34681907,0.3617437
777,0.3617437,0.57092583
778,0.57092583,0.6370802
779,0.6370802,0.747801
780,0.747801,0.8329854
781,0.8329854,0.88550377
782,0.88550377,0.87568986
783,0.87568986,0.8242583
784,0.8242583,0.6727972
785,0.6727972,0.64212614
786,0.64212614,0.5655336
787,0.5655336,0.54335487
788,0.54335487,0.5894204
789,0.5894204,0.6313238
790,0.6313238,0.6209423
791,0.6209423,0.76180476
792,0.76180476,0.6582518
793,0.6582518,0.35108
794,0.35108,0.4300729
795,0.4300729,0.55754226
796,0.55754226,0.574568
797,0.574568,0.564115
798,0.564115,0.42444816
799,0.42444816,0.37091774
800,0.37091774,0.37106884
801,0.37106884,0.25560796
802,0.25560796,0.2839977
803,0.2839977,0.24493405
804,0.24493405,0.4410555
805,0.4410555,0.5254826
806,0.5254826,0.71589595
807,0.71589595,0.6160603
808,0.6160603,0.47792494
809,0.47792494,0.4011384
810,0.4011384,0.30546814
811,0.30546814,0.21883856
812,0.21883856,0.31800458
813,0.31800458,0.20468941
814,0.20468941,0.03783585
815,0.03783585,-0.07897877
816,-0.07897877,-0.0006580427
817,-0.0006580427,-0.15205231
818,-0.15205231,-0.09250386
819,-0.09250386,-0.20648508
820,-0.20648508,-0.16609167
821,-0.16609167,-0.04432212
822,-0.04432212,-0.12804507
823,-0.12804507,-0.15046853
824,-0.15046853,-0.034386188
825,-0.034386188,0.10945165
826,0.10945165,0.033401594
827,0.033401594,-0.1513728
828,-0.1513728,-0.11835685
829,-0.11835685,-0.1392532
830,-0.1392532,-0.03048022
831,-0.03048022,-0.06927471
832,-0.06927471,-0.0049155466
833,-0.0049155466,0.033321783
834,0.033321783,0.014483979
835,0.014483979,0.0056960545
836,0.0056960545,0.21419683
837,0.21419683,0.18340448
838,0.18340448,0.20001373
839,0.20001373,0.15474346
840,0.15474346,0.1291057
841,0.1291057,-0.044924393
842,-0.044924393,-0.02035929
843,-0.02035929,-0.122734204
844,-0.122734204,-0.13114247
845,-0.13114247,-0.1379047
846,-0.1379047,-0.20183253
847,-0.20183253,-0.15871066
848,-0.15871066,-0.10352966
849,-0.10352966,-0.2556072
850,-0.2556072,-0.17069203
851,-0.17069203,-0.116592586
852,-0.116592586,-0.10065899
853,-0.10065899,0.024404079
854,0.024404079,0.034504004
855,0.034504004,-0.00095199794
856,-0.00095199794,0.1365111
857,0.1365111,0.1474019
858,0.1474019,0.12329975
859,0.12329975,0.24960098
860,0.24960098,0.037351176
861,0.037351176,0.06750758
862,0.06750758,-0.16667815
863,-0.16667815,-0.13484573
864,-0.13484573,-0.29073763
865,-0.29073763,-0.20928603
866,-0.20928603,-0.20031814
867,-0.20031814,-0.24791217
868,-0.24791217,-0.11831256
869,-0.11831256,-0.1641177
870,-0.1641177,-0.17563301
871,-0.17563301,-0.18154052
872,-0.18154052,-0.31047952
873,-0.31047952,-0.46312854
874,-0.46312854,-0.46000123
875,-0.46000123,-0.32722232
876,-0.32722232,-0.32589445
877,-0.32589445,-0.16867825
878,-0.16867825,-0.043348677
879,-0.043348677,-0.0029649548
880,-0.0029649548,-0.06890705
881,-0.06890705,-0.07025536
882,-0.07025536,-0.14345686
883,-0.14345686,-0.11892573
884,-0.11892573,-0.28315926
885,-0.28315926,-0.14940915
886,-0.14940915,-0.13928007
887,-0.13928007,-0.17548199
888,-0.17548199,-0.014494419
889,-0.014494419,-0.026031446
890,-0.026031446,0.0013309903
891,0.0013309903,0.01109172
892,0.01109172,-0.037829794
893,-0.037829794,0.012941733
894,0.012941733,0.12852891
895,0.12852891,0.11854141
896,0.11854141,0.05475345
897,0.05475345,-0.030426204
898,-0.030426204,0.056027263
899,0.056027263,0.20291837
900,0.20291837,0.066254064
901,0.066254064,-0.0131061
902,-0.0131061,-0.08432326
903,-0.08432326,-0.089064166
904,-0.089064166,-0.18532866
905,-0.18532866,-0.19861025
906,-0.19861025,-0.29044768
907,-0.29044768,-0.026655227
908,-0.026655227,-0.029846119
909,-0.029846119,0.016204854
910,0.016204854,-0.014933759
911,-0.014933759,-0.117285594
912,-0.117285594,-0.10106982
913,-0.10106982,-0.10232154
914,-0.10232154,-0.11665388
915,-0.11665388,-0.11086118
916,-0.11086118,-0.17423691
917,-0.17423691,-0.1358243
918,-0.1358243,-0.010101251
919,-0.010101251,0.015202039
920,0.015202039,-0.03618593
921,-0.03618593,0.05081705
922,0.05081705,0.15371598
923,0.15371598,0.20737505
924,0.20737505,0.107905164
925,0.107905164,-0.01216583
926,-0.01216583,-0.02822396
927,-0.02822396,0.064845964
928,0.064845964,0.010027841
929,0.010027841,0.11025264
