,fcn_train_mse,fcn_test_mse,fcn_num_params,ebm_train_mse,ebm_test_mse,ebm_num_params,ebm_test_score,ebm_train_score,fcn_layers,fcn_hidden_dims,fcn_nonlinearity,fcn_batch_size,ebm_feature_dim,ebm_predictor_dim,ebm_batch_size
0,0.38978966333617104,0.37228075003377076,10701,0.3050496329572208,0.3244824615169943,340201,11861.177734375,11731.34765625,2,100,tanh,128,150,300,128
1,0.326733659555804,0.33285502208449297,41401,0.3134557409494388,0.32968622046880514,44176,8201.0361328125,8137.1376953125,2,200,relu,64,75,100,64
2,0.35885081372529476,0.34631880490751343,11851,0.3149027518978171,0.3290806379334264,94001,9154.3154296875,9080.4462890625,3,75,tanh,128,100,150,128
3,0.28829948222450386,0.3247305587597156,30901,0.2775197124855393,0.33741873181130094,453601,10115.1533203125,9885.8828125,4,100,relu,32,300,300,64
4,0.32090502302601537,0.3310486254027103,20801,0.2921018455582952,0.3224615710724186,152401,-1119.119873046875,-1123.1090087890625,3,100,relu,32,300,100,128
5,0.2659246420971085,0.3165330445417361,272701,0.32517281105374324,0.3416427170424459,29026,3107.8212890625,3108.831787109375,4,300,relu,32,75,75,64
6,0.3673603839460148,0.3498977275727798,5401,0.322993294371188,0.34786448347636323,174601,4147.14599609375,4278.763671875,3,50,tanh,32,150,200,64
7,0.3116280232129935,0.31388675025798574,30901,0.33043908650783066,0.35603164774939083,300376,10358.921875,10301.283203125,4,100,tanh,64,75,300,64
8,0.42954781974472533,0.4008695769793834,2851,0.3350554866098643,0.33740313177951636,78701,9046.2724609375,8966.95703125,2,50,tanh,128,50,150,128
9,0.33196718270533176,0.3083688125426017,46201,0.30574393404443123,0.3079031188054568,17626,6796.79833984375,6714.64599609375,3,150,tanh,128,75,50,64
10,0.3574794899240924,0.3692150481441564,6151,0.2976525243107865,0.32427440591406514,73526,2435.072509765625,2516.8203125,2,75,relu,64,200,75,128
11,0.3374675175406456,0.36370096875779984,11851,0.32761334202160436,0.34292978863436613,23876,7329.77978515625,7242.15283203125,3,75,relu,128,50,75,64
12,0.27625545321623374,0.3239890308955379,68851,0.30284207427267135,0.33833024714730914,35426,2048.75830078125,2230.475341796875,4,150,relu,64,100,75,32
13,0.3475587430917524,0.3336301921614259,20801,0.28151174793062406,0.3171241422963075,51976,-1066.7315673828125,-974.1024169921875,3,100,tanh,64,150,75,32
14,0.3345145221686831,0.3269973373448047,46201,0.31085893308626783,0.3327352732872094,142276,9319.6201171875,9281.8193359375,3,150,tanh,64,75,200,64
15,0.2755903544095209,0.32775335237938935,68851,0.39124753935898177,0.4064552335552287,51201,7801.6787109375,7812.32861328125,4,150,relu,128,100,100,32
16,0.2976021193957785,0.32417562194681365,46201,0.3125681041162136,0.3327930825748071,23401,2400.936279296875,2482.92626953125,3,150,relu,128,100,50,128
17,0.2977426808182145,0.3160604670949297,81601,0.27823919498026917,0.3231442769680059,69001,8191.01416015625,8110.8798828125,3,200,relu,64,150,100,32
18,0.3058036666902557,0.33604114506003646,30901,0.3003246131285973,0.32653489331736135,91801,337.80596923828125,383.867431640625,4,100,tanh,32,200,100,128
19,0.2930188922333714,0.3343997368959484,30901,0.2716949756390318,0.33188581445305504,59001,5624.97607421875,5699.947265625,4,100,relu,128,200,50,32
20,0.40527652494103245,0.3775238822796059,6151,0.2740372006120725,0.32887666300274465,205201,7718.62939453125,7606.38330078125,2,75,tanh,128,300,150,64
21,0.34712180389533764,0.33035824263126035,7951,0.2940492979359279,0.3242988051964028,273001,728.2544555664062,781.7621459960938,4,50,tanh,64,300,200,128
22,0.40553819884810705,0.38178065249965343,6151,0.2702881000589826,0.3209843414803851,152401,4386.74560546875,4467.6162109375,2,75,tanh,64,300,100,32
23,0.3619414617192013,0.37110032488678,6151,0.3302972833783301,0.35419111626139277,134001,9189.1103515625,9111.1572265625,2,75,relu,32,50,200,32
24,0.36176642304363693,0.3788481698899883,10701,0.33424192787687856,0.34618467449906304,38401,7739.75,7677.50732421875,2,100,relu,32,50,100,128
25,0.2943638719859841,0.3093326668068103,121801,0.3031790463182958,0.3220293740854268,69001,-407.2991943359375,-319.9766540527344,4,200,tanh,64,150,100,64
26,0.2811803036319628,0.320038086579081,182401,0.31371124279833035,0.3444047479980423,13101,327.05487060546875,485.73284912109375,3,300,relu,64,50,50,32
27,0.342927475808578,0.3505756141737172,7951,0.37381042743336046,0.38315284518201037,340201,10965.4541015625,10897.9609375,4,50,relu,32,150,300,64
28,0.3310600987849094,0.35874537183894833,20801,0.32964700094808025,0.338130503133331,23876,7081.583984375,7028.712890625,3,100,relu,64,50,75,128
29,0.3232302393172005,0.3617705722779685,17551,0.27781703721414513,0.32750072020594123,131626,5814.5390625,5816.58837890625,4,75,relu,128,300,75,64
30,0.3571571362465541,0.356445757700601,5401,0.3148041484881019,0.3364071749832115,69001,1681.7353515625,1688.0997314453125,3,50,tanh,128,150,100,128
31,0.330674415003013,0.35381403620407625,11851,0.32492568105760766,0.35896954808390374,312401,11619.0634765625,11481.384765625,3,75,relu,32,100,300,32
32,0.3251780567358823,0.3416938225642734,11851,0.37326628710187154,0.3819992525119425,300376,10331.11328125,10204.9013671875,3,75,relu,64,75,300,32
33,0.3729577803334183,0.340744448360666,41401,0.2771737603548867,0.3193059394186806,91801,2600.1416015625,2519.89208984375,2,200,tanh,32,200,100,32
34,0.31711679794972125,0.3488357803738875,41401,0.300697735139137,0.33349693598017316,73526,5048.16015625,4994.9658203125,2,200,relu,128,200,75,64
35,0.29788770519785446,0.33443602985237736,81601,0.29738519568847827,0.3209863560211636,91801,3138.63330078125,3250.60400390625,3,200,relu,128,200,100,64
36,0.3308842976018863,0.34579221045817476,17551,0.3656566146811754,0.36855859020904114,289601,9310.69921875,9272.2666015625,4,75,tanh,32,50,300,128
37,0.31994740344072536,0.3361853887811392,92101,0.2567558452867466,0.3141358713867553,453601,8573.9931640625,8422.6552734375,2,300,relu,32,300,300,32
38,0.28780280066443253,0.3328494164071113,121801,0.28878495900058115,0.32406978445941625,453601,8513.9658203125,8458.8359375,4,200,relu,64,300,300,128
39,0.312153194057557,0.33386969642093123,46201,0.33282308949108924,0.3411107808913747,17626,2858.987548828125,2884.771484375,3,150,relu,64,75,50,128
40,0.30185193344728156,0.3004074143587042,68851,0.28452348495235047,0.3191178945742223,114601,1378.3194580078125,1561.513427734375,4,150,tanh,32,300,50,64
41,0.3838115926371694,0.3552112441172945,10701,0.2903236686359369,0.3249186811725365,139601,-120.23458099365234,23.52939224243164,2,100,tanh,64,200,150,64
42,0.34704316925667644,0.33273383398858214,7951,0.31656352455941383,0.3356428873364695,38401,8737.8984375,8673.888671875,4,50,tanh,32,50,100,64
43,0.3157162038188459,0.3039562821902722,30901,0.31926911322522433,0.32859747880316453,134001,9601.462890625,9541.703125,4,100,tanh,128,50,200,64
44,0.43603990395036846,0.43435024066057765,2851,0.33006439992557574,0.33812035773642257,29026,1687.2012939453125,1657.1640625,2,50,relu,32,75,75,128
45,0.38085854051828405,0.3573018738972694,23551,0.3147498197962839,0.3466089072188977,29026,8347.2109375,8318.9326171875,2,150,tanh,128,75,75,32
