,fcn_train_mse,fcn_test_mse,fcn_num_params,ebm_train_mse,ebm_test_mse,ebm_num_params,ebm_test_score,ebm_train_score,fcn_layers,fcn_hidden_dims,fcn_nonlinearity,fcn_batch_size,ebm_feature_dim,ebm_predictor_dim,ebm_batch_size
0,0.7951029520272536,0.8677910615292355,23551,0.7725400125000392,0.859832205235112,202401,2477.474853515625,1280.2791748046875,2,150,relu,32,200,200,128
1,0.8162339403069152,0.8154505259261838,10701,0.8156872614587369,0.8742216860726012,94001,8262.0146484375,4033.417236328125,2,100,relu,32,100,150,64
2,0.825700990602735,0.85409204229656,92101,0.6640148626669905,0.9697955073189879,453601,9782.5595703125,4884.23291015625,2,300,tanh,32,300,300,32
3,0.7284879235067848,0.8831067064176721,46201,0.8153570350588534,0.8931573272686341,142276,9853.337890625,4840.068359375,3,150,relu,32,75,200,32
4,0.7720040691386473,0.9042799011298486,20801,0.8110939217088915,0.8406381922939353,85726,8162.32958984375,3979.13525390625,3,100,tanh,32,75,150,64
5,0.7584377817251476,0.8299208590439059,46201,0.8412752957968399,0.8522216282713705,23876,3113.08154296875,1544.6839599609375,3,150,relu,128,50,75,64
6,0.7296442715634354,0.8880229663815598,182401,0.7424812565548093,0.8453512065092428,114601,2549.69677734375,1276.90771484375,3,300,tanh,32,300,50,128
7,0.6674751445030642,0.9862295341375348,121801,0.8099982681432396,0.9025961826481883,35426,5218.48193359375,2568.00390625,4,200,tanh,128,100,75,32
8,0.7194617106246249,0.9105585927816557,30901,0.8136663532520425,0.8316123811107815,59001,803.0773315429688,433.6559753417969,4,100,relu,32,200,50,128
9,0.8678106757269849,0.9176280394285206,2851,0.7113613655625586,0.9152928286410617,202401,9190.2470703125,4563.85693359375,2,50,relu,64,200,200,32
10,0.8467201222626691,0.8632512398528287,23551,0.8928617682630546,0.8852167465049582,23876,3594.561279296875,1776.4464111328125,2,150,tanh,64,50,75,128
11,0.6516881962744625,0.887360258289187,68851,0.8484762643560122,0.8776727985808183,38401,6313.40478515625,3118.7431640625,4,150,relu,32,50,100,64
