,fcn_train_mse,fcn_test_mse,fcn_num_params,ebm_train_mse,ebm_test_mse,ebm_num_params,ebm_test_score,ebm_train_score,fcn_layers,fcn_hidden_dims,fcn_nonlinearity,fcn_batch_size,ebm_feature_dim,ebm_predictor_dim,ebm_batch_size
0,0.7904843081326192,0.8095785135316736,46201,0.7624594305878851,0.7979262721422526,69001,2120.803955078125,2217.75634765625,3,150,tanh,128,150,100,128
1,0.7198829852610981,0.7849567669578726,81601,0.8249672579223702,0.832298601282034,300376,9334.470703125,9298.1953125,3,200,relu,64,75,300,128
2,0.7205033871506547,0.7937546234351437,272701,0.7958547566546438,0.798486949253857,38701,2028.36572265625,2102.71240234375,4,300,tanh,64,150,50,128
3,0.7315731791139112,0.8038868122483664,17551,0.7662289125979246,0.8231602371994081,17626,2927.289306640625,3069.482177734375,4,75,relu,128,75,50,32
4,0.7903543812529851,0.758836796858326,81601,0.8531040735279046,0.8463638733665474,340201,6208.443359375,6266.88720703125,3,200,tanh,32,150,300,128
5,0.9495243095748823,0.8545102521386584,2851,0.8190871140952851,0.7984680216509081,13101,2177.746826171875,2263.150146484375,2,50,tanh,32,50,50,64
6,0.8291349718279464,0.8198076594816532,23551,0.8587525104644579,0.8893427018832208,312401,12251.712890625,12125.9091796875,2,150,relu,128,100,300,32
7,0.9081847118328681,0.8205400922757904,6151,0.7166448305248914,0.8202721208270469,202401,9694.8916015625,9312.951171875,2,75,tanh,32,200,200,64
8,0.8924703409496842,0.8004644431030359,10701,0.7685406060033642,0.8215004366119477,23401,3054.7236328125,3096.5830078125,2,100,tanh,128,100,50,32
9,0.6473562146428004,0.8060891229337221,272701,0.8793326507683108,0.9066671296360586,94001,10673.0419921875,10544.7958984375,4,300,relu,32,100,150,32
10,0.723674348856641,0.7982707072751842,121801,0.7956479844793184,0.8059106208013879,94001,8489.986328125,8392.94140625,4,200,tanh,128,100,150,128
11,0.7421369938932231,0.802078012843984,81601,0.8943141802669243,0.8909335874612188,85726,8194.20703125,8167.716796875,3,200,relu,32,75,150,32
12,0.77386673127443,0.8059634531777659,46201,0.7223975773362702,0.7909803182802916,373001,11614.6708984375,11283.0927734375,3,150,relu,128,200,300,64
13,0.8117603991263738,0.8063642234757277,11851,0.8219461141810267,0.819486263709721,151801,9352.87109375,9262.0830078125,3,75,tanh,32,100,200,64
14,0.7112811704532221,0.7742347932341587,81601,0.7840950476902695,0.8150072828709364,17626,-108.51919555664062,30.948278427124023,3,200,relu,128,75,50,64
