,fcn_train_mse,fcn_test_mse,fcn_num_params,ebm_train_mse,ebm_test_mse,ebm_num_params,ebm_test_score,ebm_train_score,fcn_layers,fcn_hidden_dims,fcn_nonlinearity,fcn_batch_size,ebm_feature_dim,ebm_predictor_dim,ebm_batch_size
0,0.20854718525727597,0.22139062011706975,2851,0.042614177076822725,0.0875145297845213,273001,933.0664672851562,476.4120788574219,2,50,tanh,32,300,200,128
1,0.09964543696019461,0.1451191012673043,7951,0.04706828200967796,0.09866888883209259,114601,867.19921875,487.96441650390625,4,50,tanh,32,300,50,128
2,0.05182221257020183,0.09677740720072235,272701,0.10928223584577179,0.14893540610119788,13101,498.88262939453125,253.55113220214844,4,300,tanh,32,50,50,128
3,0.06770175017903148,0.0968726150144168,17551,0.036592679424148865,0.08841965019446107,51976,5005.115234375,2682.71240234375,4,75,tanh,32,150,75,32
4,0.07667526245142121,0.1435657844943171,20801,0.04559210960653494,0.15716620864777026,202401,6147.5830078125,3081.357177734375,3,100,relu,32,200,200,64
5,0.09736403465749538,0.11893924005213936,30901,0.0671250207655846,0.10934029331364675,134001,7873.7041015625,3961.954833984375,4,100,tanh,64,50,200,64
6,0.09436993566576969,0.11762523393171041,81601,0.0393164482607419,0.07831775105120584,59001,1263.196533203125,614.8787841796875,3,200,tanh,128,200,50,64
7,0.08434221566032923,0.13057311754968526,46201,0.048759078588125296,0.08801752237178592,151801,9104.052734375,4504.6669921875,3,150,relu,32,100,200,64
8,0.10267988565720107,0.13107886853028858,17551,0.08994807842774949,0.11800694566528988,85726,6243.3642578125,3083.255615234375,4,75,tanh,128,75,150,128
9,0.13226513598386894,0.1652238890910985,5401,0.029838267275676667,0.08016307986328335,273001,3568.8935546875,1704.5836181640625,3,50,relu,32,300,200,32
10,0.12607503037598608,0.18988168146994194,23551,0.055750263939491514,0.09368575827040533,134001,9268.00390625,4540.8232421875,2,150,relu,32,50,200,32
11,0.05920814789083209,0.11448889770949876,30901,0.05093656731187111,0.10051546185352978,69001,2174.417724609375,1081.055908203125,4,100,tanh,32,150,100,128
12,0.08191088774279866,0.12124767141606022,81601,0.09084593486139651,0.1232687116957011,300376,9664.484375,4745.19189453125,3,200,tanh,32,75,300,128
13,0.14814790855841992,0.17120145422545494,10701,0.054030965835914636,0.08932212598445063,23401,1227.556396484375,793.7800903320312,2,100,tanh,128,100,50,32
14,0.12768736379207293,0.17225715403941097,20801,0.08662558754481525,0.13537124479045234,23876,4215.869140625,2122.100830078125,3,100,tanh,128,50,75,64
15,0.18311857024292613,0.1870748630321239,6151,0.046642665837957335,0.0973681134696314,205201,1788.5926513671875,846.0380859375,2,75,tanh,64,300,150,128
16,0.13837718875196145,0.1481789168569027,10701,0.03280680461610352,0.07738532753272569,73526,4832.87255859375,2255.770751953125,2,100,tanh,64,200,75,32
17,0.09627321959433457,0.1343649091297624,10701,0.03299965431683065,0.11418265786718416,174601,10177.1962890625,5111.0048828125,2,100,relu,64,150,200,32
18,0.08278149230642823,0.1307237138547052,81601,0.05078650790847456,0.09093463074511292,29026,2464.12060546875,1259.9857177734375,3,200,relu,128,75,75,64
19,0.14595536564048373,0.20164122473998178,2851,0.03394359160237749,0.08374591424017602,373001,8695.646484375,4230.4931640625,2,50,relu,32,200,300,32
20,0.10027056557778677,0.1618727275239507,20801,0.03933589866641164,0.11975600372236482,373001,7652.4931640625,3812.148193359375,3,100,relu,64,200,300,64
21,0.16905430129683177,0.21365020271162202,6151,0.03322544815784651,0.08708495034958377,205201,3606.087646484375,1660.1043701171875,2,75,tanh,128,300,150,64
22,0.12001997210926187,0.1801462910011849,7951,0.06492417339829265,0.10792846772076561,151801,7083.22314453125,3501.042236328125,4,50,relu,32,100,200,128
23,0.0807853115011876,0.1347528951863744,30901,0.05174234119798512,0.09100810848925103,23401,2042.370361328125,958.87939453125,4,100,relu,64,100,50,64
24,0.14436291005568622,0.1742238802829722,23551,0.052982269164730346,0.09174091554237561,85726,8213.7431640625,4080.369873046875,2,150,tanh,128,75,150,64
25,0.1309701255298639,0.17367412859455134,6151,0.046024227648808855,0.13902578509544103,142276,9536.2548828125,4724.8603515625,2,75,relu,32,75,200,32
26,0.06597856979300466,0.12399002954096404,68851,0.07467019516063376,0.10551202357542463,13101,2667.38330078125,1317.484619140625,4,150,relu,128,50,50,64
27,0.121990077088207,0.12541064870945182,41401,0.039457876380542836,0.17263222647099485,151801,10706.6279296875,5300.52392578125,2,200,tanh,128,100,200,32
28,0.08546914720183847,0.10802822000657714,182401,0.029879045925148198,0.08404184467382926,152401,4813.453125,2283.46533203125,3,300,tanh,128,300,100,32
29,0.08530009789493907,0.1466799798147496,68851,0.06897193469977521,0.10599274923877054,35426,578.174560546875,320.3377380371094,4,150,tanh,128,100,75,128
30,0.08816739621964285,0.14066310110802013,17551,0.07355487735364326,0.1227829042403964,142276,8341.8984375,4103.97705078125,4,75,relu,64,75,200,128
31,0.055375795763848865,0.11627754092571493,68851,0.02987000070227449,0.07557825323169926,114601,2547.574951171875,1142.82177734375,4,150,tanh,32,300,50,32
32,0.15241976212248803,0.17270056898866673,10701,0.0383910630513775,0.08789284302258087,91801,3158.133056640625,1456.9969482421875,2,100,tanh,32,200,100,64
33,0.15879398385291105,0.1692254271998455,6151,0.09896259614871951,0.12887096258859143,289601,8923.783203125,4404.232421875,2,75,tanh,32,50,300,128
